time,joy_delta,joy_speed,lqg_delta,lqg_speed,lqg_e_cg,lqg_e_cg_dot,lqg_theta_e,lqg_theta_e_dot,lqg_e_cg_hat,lqg_e_cg_dot_hat,lqg_theta_e_hat,lqg_theta_e_dot_hat,yaw,yaw_rate,vx,vy
30.15,0.0,0.0,2.701,0.363,-1.39,0.016,0.164,3.277,-4.712,-0.022,-0.286,0.034,-2.949,-0.59,0.1,0.0
30.179,0.0,0.0,2.67,0.363,-1.39,0.016,0.164,0.0,-3.172,0.163,-0.087,0.622,-2.961,-0.57,0.1,0.0
30.205,0.0,0.0,1.384,0.363,-1.503,-0.053,-0.563,-14.536,-2.336,0.207,0.073,0.837,-2.97,-0.58,0.1,0.0
30.286,0.0,0.0,0.699,0.363,-1.503,-0.053,-0.563,0.0,-1.937,0.182,0.144,0.774,-3.027,-0.64,0.1,0.0
30.354,0.0,0.0,0.459,0.363,-1.35,0.064,0.696,25.185,-1.725,0.147,0.184,0.631,-3.083,-0.66,0.1,0.0
30.389,0.0,0.0,0.373,0.363,-1.35,0.064,0.696,0.0,-1.541,0.139,0.289,0.552,-3.099,-0.63,0.1,0.0
30.445,0.0,0.0,0.188,0.363,-1.213,0.08,0.931,4.685,-1.442,0.126,0.371,0.455,-3.138,-0.56,0.1,0.0
30.524,0.0,0.0,0.081,0.363,-0.831,0.083,0.986,1.106,-1.327,0.123,0.457,0.393,3.112,-0.55,0.1,0.0
30.56,0.0,0.0,-0.056,0.363,-0.831,0.083,0.986,0.0,-1.088,0.137,0.55,0.394,3.072,-0.49,0.1,0.0
30.626,0.0,0.0,-0.291,0.363,-0.473,0.067,0.741,-4.903,-0.959,0.134,0.624,0.355,3.056,-0.42,0.1,0.0
30.68,0.0,0.0,-0.427,0.363,-0.473,0.067,0.741,0.0,-0.724,0.142,0.685,0.35,3.03,-0.18,0.1,0.0
30.725,0.0,0.0,-0.619,0.363,-0.244,0.067,0.734,-0.126,-0.598,0.136,0.731,0.307,3.031,0.0,0.1,0.0
30.76,0.0,0.0,-0.717,0.363,-0.244,0.067,0.734,0.0,-0.424,0.138,0.774,0.288,3.031,0.09,0.1,0.0
30.826,0.0,0.0,-0.849,0.363,-0.115,0.066,0.726,-0.171,-0.331,0.13,0.804,0.244,3.06,0.44,0.1,0.0
30.878,0.0,0.0,-0.912,0.363,-0.115,0.066,0.726,0.0,-0.222,0.126,0.83,0.213,3.071,0.58,0.1,0.0
30.922,0.0,0.0,-0.985,0.363,-0.237,0.067,0.731,0.104,-0.163,0.118,0.846,0.171,3.106,0.6,0.1,0.0
30.964,0.0,0.0,-1.015,0.363,-0.237,0.067,0.731,0.0,-0.189,0.103,0.848,0.107,3.118,0.58,0.1,0.0
31.011,0.0,0.0,-0.977,0.363,-0.482,0.065,0.701,-0.597,-0.204,0.094,0.846,0.061,-3.138,0.53,0.1,0.0
31.062,0.0,0.0,-0.949,0.363,-0.482,0.065,0.701,0.0,-0.326,0.075,0.828,-0.014,3.129,0.53,0.1,0.0
31.112,0.0,0.0,-0.833,0.363,-0.772,0.063,0.688,-0.267,-0.392,0.067,0.81,-0.05,3.133,0.55,0.1,0.0
31.165,0.0,0.0,-0.765,0.363,-0.772,0.063,0.688,0.0,-0.563,0.049,0.778,-0.113,3.135,0.57,0.1,0.0
31.247,0.0,0.0,-0.614,0.363,-1.182,0.064,0.7,0.25,-0.656,0.045,0.752,-0.131,-3.09,0.63,0.1,0.0
31.305,0.0,0.0,-0.531,0.363,-1.354,0.054,0.567,-2.666,-0.896,0.025,0.711,-0.195,-3.039,0.56,0.1,0.0
31.336,0.0,0.0,-0.332,0.363,-1.354,0.054,0.567,0.0,-1.106,0.012,0.661,-0.239,-3.044,0.54,0.1,0.0
31.389,0.0,0.0,-0.151,0.363,-1.354,0.054,0.567,0.0,-1.22,0.013,0.622,-0.231,-3.022,0.54,0.1,0.0
31.43,0.0,0.0,-0.054,0.363,-1.929,0.057,0.6,0.668,-1.28,0.019,0.592,-0.2,-3.018,0.3,0.1,0.0
31.471,0.0,0.0,-0.002,0.363,-1.929,0.057,0.6,0.0,-1.58,-0.005,0.544,-0.261,-3.024,0.13,0.1,0.0
31.514,0.0,0.0,0.236,0.363,-2.075,0.037,0.378,-4.458,-1.742,-0.006,0.508,-0.26,-3.025,-0.08,0.1,0.0
31.548,0.0,0.0,0.357,0.363,-2.075,0.037,0.378,0.0,-1.896,-0.01,0.461,-0.261,-3.051,-0.01,0.1,0.0
31.615,0.0,0.0,0.491,0.363,-3.881,0.066,0.718,6.812,-1.979,-0.005,0.424,-0.231,-3.072,0.15,0.1,0.0
31.655,0.0,0.0,0.562,0.363,-3.881,0.066,0.718,0.0,-2.861,-0.091,0.33,-0.491,-3.085,0.03,0.1,0.0
31.705,0.0,0.0,1.241,0.363,-3.881,0.066,0.718,0.0,-3.34,-0.102,0.262,-0.554,-3.069,0.06,0.1,0.0
31.774,0.0,0.0,1.579,0.363,-2.258,0.036,0.364,-7.085,-3.597,-0.086,0.218,-0.504,-3.074,0.04,0.1,0.0
31.815,0.0,0.0,1.731,0.363,-2.335,0.034,0.348,-0.316,-2.98,0.019,0.252,-0.14,-3.062,0.09,0.1,0.0
31.855,0.0,0.0,1.21,0.363,-2.335,0.034,0.348,0.0,-2.68,0.053,0.281,0.041,-3.081,0.13,0.1,0.0
31.893,0.0,0.0,0.957,0.363,-2.335,0.034,0.348,0.0,-2.516,0.062,0.307,0.114,-3.063,0.15,0.1,0.0
31.969,0.0,0.0,0.821,0.363,-2.325,0.031,0.316,-0.652,-2.428,0.062,0.329,0.128,-3.075,0.15,0.1,0.0
32.013,0.0,0.0,0.75,0.363,-2.288,0.021,0.209,-2.133,-2.376,0.059,0.344,0.116,-3.064,0.16,0.1,0.0
32.053,0.0,0.0,0.713,0.363,-2.288,0.021,0.209,0.0,-2.331,0.055,0.349,0.096,-3.085,0.13,0.1,0.0
32.134,0.0,0.0,0.693,0.363,-2.288,0.021,0.209,0.0,-2.307,0.049,0.349,0.073,-3.108,0.16,0.1,0.0
32.201,0.0,0.0,0.69,0.363,-2.527,0.018,0.178,-0.615,-2.295,0.044,0.347,0.05,-3.092,0.16,0.1,0.0
32.249,0.0,0.0,0.697,0.363,-2.527,0.018,0.178,0.0,-2.399,0.027,0.328,-0.011,-3.094,0.16,0.1,0.0
32.334,0.0,0.0,0.799,0.363,-2.527,0.018,0.178,0.0,-2.457,0.02,0.311,-0.042,-3.13,-0.79,0.1,0.0
32.372,0.0,0.0,0.861,0.363,-2.527,0.018,0.178,0.0,-2.488,0.018,0.294,-0.052,3.114,-1.37,0.1,0.0
32.408,0.0,0.0,0.899,0.363,-2.527,0.018,0.178,0.0,-2.505,0.017,0.28,-0.052,3.054,-2.02,0.1,0.0
32.443,0.0,0.0,0.923,0.363,-2.527,0.018,0.178,0.0,-2.514,0.017,0.268,-0.047,2.948,-2.61,0.1,0.0
32.516,0.0,0.0,0.94,0.363,-2.378,-0.075,-0.851,-20.573,-2.518,0.018,0.257,-0.041,2.796,-3.26,0.1,0.0
32.558,0.0,0.0,0.953,0.363,-2.378,-0.075,-0.851,0.0,-2.453,0.011,0.187,-0.051,2.67,-3.52,0.1,0.0
32.608,0.0,0.0,1.008,0.363,-2.199,0.074,0.832,33.658,-2.418,0.001,0.118,-0.064,2.483,-3.8,0.1,0.0
32.724,0.0,0.0,1.08,0.363,-2.199,0.074,0.832,0.0,-2.315,0.026,0.171,0.023,2.271,-3.91,0.1,0.0
32.77,0.0,0.0,0.927,0.363,1.151,0.023,0.227,-12.099,-2.259,0.039,0.223,0.07,1.998,-3.84,0.1,0.0
32.815,0.0,0.0,0.818,0.363,1.151,0.023,0.227,0.0,-0.674,0.218,0.399,0.649,1.812,-3.78,0.1,0.0
32.841,0.0,0.0,-0.458,0.363,1.151,0.023,0.227,0.0,0.187,0.256,0.536,0.848,1.74,-3.76,0.1,0.0
32.914,0.0,0.0,-1.118,0.363,1.151,0.023,0.227,0.0,0.65,0.242,0.636,0.819,1.49,-3.66,0.1,0.0
32.947,0.0,0.0,-1.442,0.363,1.151,0.023,0.227,0.0,0.898,0.212,0.703,0.69,1.363,-3.52,0.1,0.0
33.015,0.0,0.0,-1.583,0.363,-1.753,0.038,0.389,3.231,1.029,0.179,0.741,0.534,1.213,-3.16,0.1,0.0
33.038,0.0,0.0,-1.626,0.363,-1.753,0.038,0.389,0.0,-0.25,-0.005,0.623,-0.111,1.17,-3.01,0.1,0.0
33.126,0.0,0.0,-0.548,0.363,-0.184,0.062,0.673,5.673,-0.947,-0.063,0.52,-0.41,0.982,-2.2,0.1,0.0
33.176,0.0,0.0,0.035,0.363,-0.184,0.062,0.673,0.0,-0.595,0.018,0.531,-0.204,0.928,-1.8,0.1,0.0
33.214,0.0,0.0,-0.272,0.363,-0.184,0.062,0.673,0.0,-0.403,0.051,0.545,-0.065,0.91,-1.6,0.1,0.0
33.256,0.0,0.0,-0.443,0.363,1.531,0.067,0.734,1.223,-0.297,0.064,0.559,0.007,0.882,-1.23,0.1,0.0
33.316,0.0,0.0,-0.54,0.363,2.797,0.0,-0.0,-14.675,0.556,0.162,0.663,0.338,0.859,-0.7,0.1,0.0
33.369,0.0,0.0,-1.243,0.363,2.797,0.0,-0.0,0.0,1.606,0.242,0.76,0.646,0.853,-0.56,0.1,0.0
33.418,0.0,0.0,-2.015,0.363,6.09,0.002,0.022,0.438,2.174,0.242,0.825,0.696,0.868,-0.27,0.1,0.0
33.458,0.0,0.0,-2.382,0.363,6.09,0.002,0.022,0.0,4.007,0.395,1.026,1.186,0.871,-0.11,0.1,0.0
33.514,0.0,0.0,-3.764,0.363,3.024,-0.015,-0.148,-3.393,4.999,0.402,1.165,1.26,0.903,0.11,0.1,0.0
33.559,0.0,0.0,-4.437,0.363,3.024,-0.015,-0.148,0.0,4.108,0.191,1.086,0.568,0.921,0.02,0.1,0.0
33.605,0.0,0.0,-3.56,0.363,-1.409,0.0,-0.0,2.955,3.618,0.097,0.995,0.137,0.936,-0.31,0.1,0.0
33.655,0.0,0.0,-3.032,0.363,-1.409,0.0,-0.0,0.0,1.292,-0.183,0.687,-0.854,0.927,-0.46,0.1,0.0
33.699,0.0,0.0,-1.055,0.363,-1.409,0.0,-0.0,0.0,0.028,-0.256,0.43,-1.228,0.919,-0.44,0.1,0.0
33.75,0.0,0.0,0.012,0.363,-1.409,0.0,-0.0,0.0,-0.654,-0.248,0.223,-1.236,0.931,-0.01,0.1,0.0
33.829,0.0,0.0,0.578,0.363,-1.409,0.0,-0.0,0.0,-1.02,-0.214,0.067,-1.077,0.967,-0.07,0.1,0.0
33.876,0.0,0.0,0.869,0.363,-1.409,0.0,-0.0,0.0,-1.214,-0.175,-0.047,-0.868,0.978,-0.05,0.1,0.0
33.92,0.0,0.0,1.01,0.363,-1.409,0.0,-0.0,0.0,-1.316,-0.139,-0.125,-0.665,0.988,-0.11,0.1,0.0
33.959,0.0,0.0,1.07,0.363,-1.409,0.0,-0.0,0.0,-1.368,-0.109,-0.176,-0.491,0.986,-0.15,0.1,0.0
34.005,0.0,0.0,1.087,0.363,-1.409,0.0,-0.0,0.0,-1.394,-0.085,-0.207,-0.352,0.993,-0.09,0.1,0.0
34.058,0.0,0.0,1.081,0.363,-1.409,0.0,-0.0,0.0,-1.406,-0.067,-0.222,-0.245,1.014,0.14,0.1,0.0
34.099,0.0,0.0,1.063,0.363,-1.409,0.0,-0.0,0.0,-1.412,-0.052,-0.227,-0.165,1.037,0.24,0.1,0.0
34.165,0.0,0.0,1.041,0.363,-1.409,0.0,-0.0,0.0,-1.414,-0.041,-0.226,-0.106,1.061,0.01,0.1,0.0
34.22,0.0,0.0,1.016,0.363,-1.409,0.0,-0.0,0.0,-1.414,-0.033,-0.219,-0.065,1.07,-0.16,0.1,0.0
34.297,0.0,0.0,0.992,0.363,-1.409,0.0,-0.0,0.0,-1.414,-0.027,-0.209,-0.035,1.062,0.04,0.1,0.0
34.333,0.0,0.0,0.968,0.363,-1.409,0.0,-0.0,0.0,-1.413,-0.022,-0.198,-0.015,1.084,0.32,0.1,0.0
34.363,0.0,0.0,0.946,0.363,-1.409,0.0,-0.0,0.0,-1.413,-0.018,-0.185,-0.001,1.097,0.45,0.1,0.0
34.405,0.0,0.0,0.926,0.363,-1.409,0.0,-0.0,0.0,-1.412,-0.015,-0.173,0.008,1.104,0.54,0.1,0.0
34.44,0.0,0.0,0.907,0.363,-1.409,0.0,-0.0,0.0,-1.412,-0.013,-0.161,0.014,1.139,0.48,0.1,0.0
34.533,0.0,0.0,0.889,0.363,-1.409,0.0,-0.0,0.0,-1.411,-0.011,-0.148,0.018,1.137,-0.08,0.1,0.0
34.573,0.0,0.0,0.873,0.363,-1.409,0.0,-0.0,0.0,-1.411,-0.01,-0.137,0.02,1.11,-0.26,0.1,0.0
34.61,0.0,0.0,0.858,0.363,-1.409,0.0,-0.0,0.0,-1.411,-0.009,-0.126,0.02,1.111,-0.12,0.1,0.0
34.701,0.0,0.0,0.845,0.363,-1.234,0.0,-0.0,0.0,-1.41,-0.008,-0.116,0.02,1.101,0.26,0.1,0.0
34.751,0.0,0.0,0.832,0.363,-1.234,0.0,-0.0,0.0,-1.329,0.003,-0.098,0.05,1.117,0.16,0.1,0.0
34.841,0.0,0.0,0.755,0.363,-1.234,0.0,-0.0,0.0,-1.285,0.005,-0.082,0.06,1.136,-0.12,0.1,0.0
34.879,0.0,0.0,0.711,0.363,-1.234,0.0,-0.0,0.0,-1.261,0.005,-0.069,0.058,1.132,-0.16,0.1,0.0
34.938,0.0,0.0,0.685,0.363,-1.234,0.0,-0.0,0.0,-1.248,0.004,-0.058,0.051,1.135,-0.12,0.1,0.0
34.975,0.0,0.0,0.669,0.363,-1.234,0.0,-0.0,0.0,-1.241,0.003,-0.049,0.042,1.142,-0.18,0.1,0.0
35.02,0.0,0.0,0.659,0.363,-1.234,0.0,-0.0,0.0,-1.238,0.002,-0.042,0.034,1.133,-0.53,0.1,0.0
35.052,0.0,0.0,0.652,0.363,-1.234,0.0,-0.0,0.0,-1.236,0.001,-0.036,0.027,1.107,-0.66,0.1,0.0
35.14,0.0,0.0,0.646,0.363,5.347,-0.012,-0.117,-2.342,-1.235,0.001,-0.032,0.021,1.076,-0.69,0.1,0.0
35.179,0.0,0.0,0.643,0.363,5.347,-0.012,-0.117,0.0,1.819,0.355,0.292,1.159,1.05,-0.69,0.1,0.0
35.218,0.0,0.0,-1.812,0.363,5.347,-0.012,-0.117,0.0,3.478,0.433,0.544,1.567,1.038,-0.73,0.1,0.0
35.253,0.0,0.0,-3.081,0.363,5.347,-0.012,-0.117,0.0,4.373,0.408,0.728,1.53,1.012,-0.73,0.1,0.0
35.33,0.0,0.0,-3.702,0.363,5.347,-0.012,-0.117,0.0,4.851,0.351,0.849,1.295,0.993,-0.65,0.1,0.0
35.374,0.0,0.0,-3.971,0.363,5.347,-0.012,-0.117,0.0,5.104,0.29,0.917,1.006,0.976,-0.48,0.1,0.0
35.423,0.0,0.0,-4.052,0.363,5.347,-0.012,-0.117,0.0,5.236,0.234,0.943,0.733,0.975,-0.27,0.1,0.0
35.471,0.0,0.0,-4.035,0.363,5.347,-0.012,-0.117,0.0,5.303,0.187,0.938,0.505,0.969,0.01,0.1,0.0
35.516,0.0,0.0,-3.969,0.363,0.479,0.017,0.166,5.666,5.336,0.15,0.911,0.325,0.97,0.1,0.1,0.0
35.576,0.0,0.0,-3.88,0.363,0.479,0.017,0.166,0.0,3.092,-0.139,0.646,-0.647,0.994,0.45,0.1,0.0
35.643,0.0,0.0,-1.989,0.363,0.579,-0.034,-0.351,-10.348,1.872,-0.218,0.425,-1.044,1.036,0.59,0.1,0.0
35.706,0.0,0.0,-0.973,0.363,0.579,-0.034,-0.351,0.0,1.258,-0.219,0.218,-1.088,1.073,0.61,0.1,0.0
35.793,0.0,0.0,-0.425,0.363,0.505,0.015,0.151,10.042,0.929,-0.194,0.054,-0.969,1.11,0.56,0.1,0.0
35.843,0.0,0.0,-0.127,0.363,0.501,-0.017,-0.169,-6.391,0.72,-0.16,-0.041,-0.788,1.155,0.55,0.1,0.0
35.92,0.0,0.0,0.013,0.363,0.501,-0.017,-0.169,0.0,0.608,-0.132,-0.126,-0.62,1.199,0.58,0.1,0.0
36.026,0.0,0.0,0.1,0.363,0.501,-0.017,-0.169,0.0,0.55,-0.107,-0.185,-0.469,1.212,0.56,0.1,0.0
36.063,0.0,0.0,0.138,0.363,0.501,-0.017,-0.169,0.0,0.52,-0.086,-0.225,-0.345,1.235,0.11,0.1,0.0
36.091,0.0,0.0,0.151,0.363,0.501,-0.017,-0.169,0.0,0.506,-0.07,-0.25,-0.247,1.24,0.01,0.1,0.0
36.153,0.0,0.0,0.15,0.363,-1.161,0.0,-0.0,3.374,0.499,-0.058,-0.265,-0.173,1.231,-0.14,0.1,0.0
36.219,0.0,0.0,0.142,0.363,-1.175,0.0,-0.0,0.0,-0.275,-0.136,-0.344,-0.401,1.228,-0.25,0.1,0.0
36.308,0.0,0.0,0.736,0.363,-1.175,0.0,-0.0,0.0,-0.701,-0.148,-0.401,-0.463,1.211,-0.24,0.1,0.0
36.335,0.0,0.0,1.036,0.363,-1.175,0.0,-0.0,0.0,-0.931,-0.135,-0.437,-0.425,1.211,-0.24,0.1,0.0
36.442,0.0,0.0,1.171,0.363,0.369,0.002,0.019,0.374,-1.053,-0.116,-0.456,-0.344,1.173,-0.44,0.1,0.0
36.484,0.0,0.0,1.217,0.363,0.369,0.002,0.019,0.0,-0.4,-0.012,-0.382,0.014,1.144,-0.59,0.1,0.0
36.544,0.0,0.0,0.636,0.363,0.374,0.004,0.036,0.346,-0.044,0.024,-0.314,0.19,1.11,-0.66,0.1,0.0
36.58,0.0,0.0,0.31,0.363,0.374,0.004,0.036,0.0,0.151,0.033,-0.253,0.249,1.088,-0.65,0.1,0.0
36.63,0.0,0.0,0.122,0.363,0.392,0.008,0.077,0.815,0.256,0.032,-0.201,0.245,1.075,-0.61,0.1,0.0
36.676,0.0,0.0,0.014,0.363,0.392,0.008,0.077,0.0,0.321,0.029,-0.155,0.219,1.054,-0.59,0.1,0.0
36.731,0.0,0.0,-0.061,0.363,0.432,0.019,0.196,2.383,0.356,0.024,-0.118,0.183,1.038,-0.51,0.1,0.0
36.772,0.0,0.0,-0.107,0.363,0.432,0.019,0.196,0.0,0.393,0.023,-0.078,0.159,1.01,-0.33,0.1,0.0
36.823,0.0,0.0,-0.164,0.363,0.493,0.026,0.264,1.366,0.413,0.021,-0.045,0.134,1.01,-0.33,0.1,0.0
36.866,0.0,0.0,-0.204,0.363,0.493,0.026,0.264,0.0,0.452,0.023,-0.009,0.124,1.007,0.01,0.1,0.0
36.917,0.0,0.0,-0.263,0.363,0.536,0.027,0.275,0.225,0.473,0.023,0.021,0.109,1.027,0.23,0.1,0.0
36.956,0.0,0.0,-0.304,0.363,0.536,0.027,0.275,0.0,0.504,0.025,0.05,0.1,1.032,0.36,0.1,0.0
37.005,0.0,0.0,-0.352,0.363,0.579,0.028,0.285,0.199,0.521,0.025,0.075,0.088,1.049,0.41,0.1,0.0
37.051,0.0,0.0,-0.385,0.363,0.579,0.028,0.285,0.0,0.55,0.026,0.099,0.083,1.055,0.48,0.1,0.0
37.105,0.0,0.0,-0.427,0.363,0.579,0.028,0.285,0.0,0.565,0.026,0.12,0.073,1.08,0.59,0.1,0.0
37.172,0.0,0.0,-0.455,0.363,0.58,0.026,0.268,-0.349,0.573,0.026,0.138,0.062,1.133,0.57,0.1,0.0
37.225,0.0,0.0,-0.476,0.363,0.559,0.02,0.2,-1.368,0.578,0.025,0.152,0.051,1.165,0.54,0.1,0.0
37.266,0.0,0.0,-0.491,0.363,0.559,0.02,0.2,0.0,0.571,0.022,0.158,0.035,1.173,0.55,0.1,0.0
37.324,0.0,0.0,-0.489,0.363,0.533,0.017,0.168,-0.629,0.567,0.02,0.163,0.024,1.196,0.58,0.1,0.0
37.364,0.0,0.0,-0.488,0.363,0.533,0.017,0.168,0.0,0.553,0.018,0.163,0.011,1.207,0.58,0.1,0.0
37.416,0.0,0.0,-0.476,0.363,0.507,0.012,0.12,-0.962,0.545,0.016,0.164,0.003,1.238,0.57,0.1,0.0
37.455,0.0,0.0,-0.47,0.363,0.507,0.012,0.12,0.0,0.528,0.014,0.159,-0.007,1.246,0.52,0.1,0.0
37.493,0.0,0.0,-0.451,0.363,0.507,0.012,0.12,0.0,0.519,0.013,0.155,-0.012,1.261,0.49,0.1,0.0
37.576,0.0,0.0,-0.44,0.363,0.477,0.004,0.041,-1.573,0.514,0.012,0.151,-0.013,1.275,0.49,0.1,0.0
37.606,0.0,0.0,-0.433,0.363,0.477,0.004,0.041,0.0,0.498,0.009,0.14,-0.021,1.288,0.5,0.1,0.0
37.674,0.0,0.0,-0.408,0.363,0.448,-0.002,-0.017,-1.17,0.489,0.008,0.131,-0.024,1.322,0.59,0.1,0.0
37.704,0.0,0.0,-0.391,0.363,0.412,-0.002,-0.019,-0.027,0.471,0.005,0.117,-0.031,1.338,0.61,0.1,0.0
37.751,0.0,0.0,-0.362,0.363,0.412,-0.002,-0.019,0.0,0.444,0.002,0.102,-0.039,1.348,0.6,0.1,0.0
37.822,0.0,0.0,-0.328,0.363,0.817,-0.065,-0.711,-13.857,0.429,0.001,0.09,-0.04,1.374,0.53,0.1,0.0
37.866,0.0,0.0,-0.305,0.363,0.817,-0.065,-0.711,0.0,0.609,0.012,0.052,0.005,1.381,0.5,0.1,0.0
37.904,0.0,0.0,-0.372,0.363,1.663,-0.07,-0.778,-1.336,0.706,0.009,0.013,0.016,1.401,0.5,0.1,0.0
37.944,0.0,0.0,-0.376,0.363,1.663,-0.07,-0.778,0.0,1.15,0.046,0.009,0.152,1.404,0.52,0.1,0.0
38.032,0.0,0.0,-0.657,0.363,0.26,-0.019,-0.188,11.805,1.39,0.047,-0.004,0.188,1.432,0.56,0.1,0.0
38.063,0.0,0.0,-0.77,0.363,0.26,-0.019,-0.188,0.0,0.868,-0.032,-0.056,-0.055,1.437,0.57,0.1,0.0
38.102,0.0,0.0,-0.327,0.363,2.099,-0.073,-0.815,-12.54,0.584,-0.057,-0.101,-0.171,1.466,0.58,0.1,0.0
38.142,0.0,0.0,-0.087,0.363,2.099,-0.073,-0.815,0.0,1.283,0.03,-0.088,0.094,1.476,0.57,0.1,0.0
38.234,0.0,0.0,-0.586,0.363,1.675,-0.072,-0.809,0.121,1.663,0.049,-0.086,0.207,1.515,0.52,0.1,0.0
38.313,0.0,0.0,-0.819,0.363,2.4,-0.074,-0.828,-0.377,1.67,0.02,-0.115,0.145,1.529,0.3,0.1,0.0
38.342,0.0,0.0,-0.75,0.363,2.4,-0.074,-0.828,0.0,2.009,0.04,-0.114,0.208,1.532,0.37,0.1,0.0
38.378,0.0,0.0,-0.951,0.363,2.4,-0.074,-0.828,0.0,2.192,0.035,-0.124,0.204,1.554,0.56,0.1,0.0
38.417,0.0,0.0,-1.025,0.363,1.345,-0.074,-0.837,-0.19,2.29,0.021,-0.143,0.165,1.567,0.56,0.1,0.0
38.457,0.0,0.0,-1.032,0.363,1.345,-0.074,-0.837,0.0,1.852,-0.05,-0.222,-0.068,1.583,0.56,0.1,0.0
38.555,0.0,0.0,-0.608,0.363,2.679,-0.075,-0.847,-0.196,1.613,-0.076,-0.295,-0.182,1.617,0.57,0.1,0.0
38.625,0.0,0.0,-0.358,0.363,3.079,-0.076,-0.865,-0.352,2.102,-0.012,-0.295,0.017,1.653,0.59,0.1,0.0
38.669,0.0,0.0,-0.704,0.363,3.079,-0.076,-0.865,0.0,2.554,0.025,-0.281,0.178,1.681,0.57,0.1,0.0
38.699,0.0,0.0,-1.013,0.363,3.079,-0.076,-0.865,0.0,2.798,0.027,-0.278,0.22,1.702,0.54,0.1,0.0
38.758,0.0,0.0,-1.15,0.363,3.448,0.064,0.698,31.246,2.929,0.017,-0.284,0.2,1.721,0.5,0.1,0.0
38.836,0.0,0.0,-1.194,0.363,2.593,0.064,0.7,0.046,3.171,0.046,-0.175,0.284,1.746,0.49,0.1,0.0
38.864,0.0,0.0,-1.482,0.363,2.593,0.064,0.7,0.0,2.907,0.009,-0.122,0.152,1.746,0.49,0.1,0.0
38.926,0.0,0.0,-1.348,0.363,2.593,0.064,0.7,0.0,2.763,0.001,-0.071,0.079,1.768,0.53,0.1,0.0
38.975,0.0,0.0,-1.309,0.363,1.973,0.07,0.776,1.521,2.685,0.002,-0.022,0.05,1.782,0.61,0.1,0.0
39.02,0.0,0.0,-1.32,0.363,1.666,0.057,0.603,-3.461,2.355,-0.024,-0.001,-0.062,1.804,0.58,0.1,0.0
39.064,0.0,0.0,-1.131,0.363,1.666,0.057,0.603,0.0,2.035,-0.044,-0.001,-0.156,1.821,0.53,0.1,0.0
39.106,0.0,0.0,-0.933,0.363,1.41,0.062,0.672,1.369,1.862,-0.04,0.007,-0.17,1.841,0.49,0.1,0.0
39.179,0.0,0.0,-0.856,0.363,1.41,0.062,0.672,0.0,1.65,-0.042,0.014,-0.185,1.876,0.51,0.1,0.0
39.282,0.0,0.0,-0.754,0.363,0.709,0.061,0.658,-0.277,1.536,-0.032,0.03,-0.159,1.913,0.57,0.1,0.0
39.32,0.0,0.0,-0.73,0.363,0.709,0.061,0.658,0.0,1.151,-0.058,0.017,-0.24,1.919,0.59,0.1,0.0
39.359,0.0,0.0,-0.484,0.363,0.709,0.061,0.658,0.0,0.943,-0.054,0.017,-0.241,1.937,0.59,0.1,0.0
39.421,0.0,0.0,-0.383,0.363,0.025,0.052,0.551,-2.126,0.831,-0.04,0.027,-0.201,1.951,0.55,0.1,0.0
39.462,0.0,0.0,-0.361,0.363,0.025,0.052,0.551,0.0,0.455,-0.064,0.005,-0.27,1.962,0.49,0.1,0.0
39.518,0.0,0.0,-0.113,0.363,0.025,0.052,0.551,0.0,0.252,-0.059,-0.003,-0.264,1.97,0.51,0.1,0.0
39.548,0.0,0.0,-0.008,0.363,0.025,0.052,0.551,0.0,0.144,-0.046,0.0,-0.219,1.979,0.53,0.1,0.0
39.625,0.0,0.0,0.02,0.363,-0.575,0.068,0.743,3.824,0.086,-0.031,0.013,-0.162,2.024,0.53,0.1,0.0
39.658,0.0,0.0,0.008,0.363,-0.575,0.068,0.743,0.0,-0.222,-0.047,0.015,-0.204,2.039,0.34,0.1,0.0
39.74,0.0,0.0,0.182,0.363,-1.036,0.056,0.59,-3.052,-0.388,-0.041,0.028,-0.192,2.031,0.02,0.1,0.0
39.767,0.0,0.0,0.241,0.363,-1.036,0.056,0.59,0.0,-0.691,-0.055,0.017,-0.237,2.027,0.02,0.1,0.0
39.799,0.0,0.0,0.427,0.363,-1.459,0.069,0.76,3.401,-0.854,-0.048,0.017,-0.222,2.014,0.04,0.1,0.0
39.856,0.0,0.0,0.497,0.363,-1.459,0.069,0.76,0.0,-1.137,-0.055,0.018,-0.245,2.011,-0.09,0.1,0.0
39.919,0.0,0.0,0.649,0.363,-1.164,0.027,0.277,-9.668,-1.289,-0.044,0.03,-0.215,1.974,-0.39,0.1,0.0
39.976,0.0,0.0,0.694,0.363,-1.164,0.027,0.277,0.0,-1.234,-0.02,0.035,-0.132,1.948,-0.55,0.1,0.0
40.019,0.0,0.0,0.621,0.363,-1.408,0.049,0.514,4.748,-1.202,-0.007,0.043,-0.071,1.899,-0.68,0.1,0.0
40.054,0.0,0.0,0.57,0.363,-1.408,0.049,0.514,0.0,-1.298,-0.009,0.059,-0.065,1.888,-0.69,0.1,0.0
40.131,0.0,0.0,0.6,0.363,-0.977,0.058,0.617,2.051,-1.349,-0.004,0.078,-0.05,1.84,-0.68,0.1,0.0
