time,joy_delta,joy_speed,lqg_delta,lqg_speed,lqg_e_cg,lqg_e_cg_dot,lqg_theta_e,lqg_theta_e_dot,lqg_e_cg_hat,lqg_e_cg_dot_hat,lqg_theta_e_hat,lqg_theta_e_dot_hat,yaw,yaw_rate,vx,vy
0.506,0.0,0.0,-0.0,0.363,0.14,0.008,0.081,1.614,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0
0.536,0.0,0.0,-0.0,0.363,0.14,0.008,0.081,0.0,0.064,0.0,0.0,-0.0,0.0,0.0,0.1,0.0
0.561,0.0,0.0,-0.032,0.363,0.14,0.008,0.081,0.0,0.099,0.001,0.0,0.003,0.0,0.0,0.1,0.0
0.59,0.0,0.0,-0.051,0.363,0.14,0.008,0.081,0.0,0.118,0.002,0.001,0.007,0.0,0.0,0.1,0.0
0.64,0.0,0.0,-0.063,0.363,0.138,0.008,0.081,0.0,0.129,0.002,0.002,0.009,0.0,0.0,0.1,0.0
0.689,0.0,0.0,-0.07,0.363,0.138,0.008,0.081,0.0,0.133,0.002,0.003,0.009,0.0,0.0,0.1,0.0
0.741,0.0,0.0,-0.074,0.363,0.136,0.012,0.119,0.757,0.136,0.002,0.004,0.009,0.0,0.0,0.1,0.0
0.792,0.0,0.0,-0.076,0.363,0.136,0.012,0.119,0.0,0.136,0.002,0.006,0.009,0.0,0.0,0.1,0.0
0.839,0.0,0.0,-0.078,0.363,0.138,0.01,0.101,-0.348,0.136,0.003,0.008,0.01,0.0,0.0,0.1,0.0
0.887,0.0,0.0,-0.081,0.363,0.138,0.01,0.101,0.0,0.138,0.003,0.01,0.011,0.0,0.0,0.1,0.0
0.939,0.0,0.0,-0.084,0.363,0.141,0.008,0.08,-0.417,0.138,0.003,0.012,0.011,0.0,0.0,0.1,0.0
0.986,0.0,0.0,-0.088,0.363,0.141,0.008,0.08,0.0,0.14,0.004,0.015,0.011,0.0,0.0,0.1,0.0
1.038,0.0,0.0,-0.092,0.363,0.142,0.012,0.121,0.82,0.141,0.004,0.017,0.011,0.0,0.0,0.1,0.0
1.09,0.0,0.0,-0.095,0.363,0.142,0.012,0.121,0.0,0.142,0.005,0.021,0.013,0.0,0.0,0.1,0.0
1.139,0.0,0.0,-0.101,0.363,0.14,0.008,0.08,-0.82,0.142,0.005,0.025,0.014,0.0,0.0,0.1,0.0
1.204,0.0,0.0,-0.107,0.363,0.136,0.008,0.081,0.008,0.142,0.005,0.029,0.012,0.0,0.0,0.1,0.0
1.263,0.0,0.0,-0.11,0.363,0.136,0.008,0.081,0.0,0.14,0.005,0.031,0.01,0.0,0.0,0.1,0.0
1.296,0.0,0.0,-0.111,0.363,0.136,0.008,0.081,0.0,0.138,0.005,0.034,0.009,0.0,0.0,0.1,0.0
1.341,0.0,0.0,-0.114,0.363,0.139,0.01,0.101,0.399,0.138,0.005,0.037,0.008,0.0,0.0,0.1,0.0
1.388,0.0,0.0,-0.116,0.363,0.139,0.01,0.101,0.0,0.139,0.006,0.041,0.009,0.0,0.0,0.1,0.0
1.439,0.0,0.0,-0.122,0.363,0.138,0.01,0.101,0.0,0.139,0.006,0.045,0.009,0.0,0.0,0.1,0.0
1.492,0.0,0.0,-0.127,0.363,0.138,0.01,0.101,0.0,0.139,0.006,0.048,0.009,0.0,0.0,0.1,0.0
1.539,0.0,0.0,-0.131,0.363,0.138,0.008,0.08,-0.407,0.139,0.007,0.052,0.008,0.0,0.0,0.1,0.0
1.588,0.0,0.0,-0.135,0.363,0.138,0.008,0.08,0.0,0.139,0.007,0.054,0.007,0.0,0.0,0.1,0.0
1.64,0.0,0.0,-0.138,0.363,0.139,0.01,0.101,0.407,0.139,0.007,0.056,0.006,0.0,0.0,0.1,0.0
1.69,0.0,0.0,-0.14,0.363,0.139,0.01,0.101,0.0,0.14,0.007,0.059,0.006,0.0,0.0,0.1,0.0
1.739,0.0,0.0,-0.144,0.363,0.14,0.01,0.101,0.0,0.14,0.007,0.062,0.006,0.0,0.0,0.1,0.0
1.788,0.0,0.0,-0.147,0.363,0.14,0.01,0.101,0.0,0.141,0.008,0.065,0.006,0.0,0.0,0.1,0.0
1.839,0.0,0.0,-0.151,0.363,0.14,0.008,0.08,-0.407,0.141,0.008,0.068,0.006,0.0,0.0,0.1,0.0
1.888,0.0,0.0,-0.155,0.363,0.14,0.008,0.08,0.0,0.141,0.008,0.069,0.004,0.0,0.0,0.1,0.0
1.941,0.0,0.0,-0.156,0.363,0.142,0.008,0.079,-0.025,0.141,0.008,0.07,0.003,0.0,0.0,0.1,0.0
1.99,0.0,0.0,-0.157,0.363,0.142,0.008,0.079,0.0,0.142,0.008,0.071,0.003,0.0,0.0,0.1,0.0
2.04,0.0,0.0,-0.158,0.363,0.138,0.012,0.121,0.845,0.143,0.008,0.072,0.002,0.0,0.0,0.1,0.0
2.088,0.0,0.0,-0.159,0.363,0.138,0.012,0.121,0.0,0.141,0.008,0.075,0.003,0.0,0.0,0.1,0.0
2.139,0.0,0.0,-0.162,0.363,0.144,0.008,0.08,-0.82,0.14,0.008,0.078,0.003,0.0,0.0,0.1,0.0
2.187,0.0,0.0,-0.165,0.363,0.144,0.008,0.08,0.0,0.142,0.008,0.078,0.003,0.0,0.0,0.1,0.0
2.244,0.0,0.0,-0.167,0.363,0.147,0.006,0.06,-0.399,0.144,0.008,0.079,0.002,0.0,0.0,0.1,0.0
2.287,0.0,0.0,-0.168,0.363,0.147,0.006,0.06,0.0,0.146,0.008,0.078,0.001,0.0,0.0,0.1,0.0
2.341,0.0,0.0,-0.167,0.363,0.144,0.008,0.08,0.399,0.147,0.008,0.077,0.0,0.0,0.0,0.1,0.0
2.389,0.0,0.0,-0.166,0.363,0.144,0.008,0.08,0.0,0.146,0.008,0.077,-0.0,0.0,0.0,0.1,0.0
2.443,0.0,0.0,-0.166,0.363,0.138,0.01,0.101,0.407,0.146,0.008,0.077,-0.0,0.0,0.0,0.1,0.0
2.499,0.0,0.0,-0.166,0.363,0.138,0.01,0.101,0.0,0.143,0.008,0.078,-0.001,0.0,0.0,0.1,0.0
2.541,0.0,0.0,-0.165,0.363,0.14,0.006,0.06,-0.805,0.141,0.008,0.079,-0.001,0.0,0.0,0.1,0.0
2.592,0.0,0.0,-0.166,0.363,0.14,0.006,0.06,0.0,0.141,0.007,0.078,-0.002,0.0,0.0,0.1,0.0
2.642,0.0,0.0,-0.164,0.363,0.137,0.008,0.08,0.399,0.141,0.007,0.077,-0.002,0.0,0.0,0.1,0.0
2.693,0.0,0.0,-0.162,0.363,0.137,0.008,0.08,0.0,0.14,0.007,0.076,-0.002,0.0,0.0,0.1,0.0
2.742,0.0,0.0,-0.161,0.363,0.138,0.008,0.081,0.008,0.139,0.007,0.076,-0.002,0.0,0.0,0.1,0.0
2.851,0.0,0.0,-0.161,0.363,0.136,0.01,0.099,0.374,0.139,0.007,0.076,-0.002,0.0,0.0,0.1,0.0
2.884,0.0,0.0,-0.161,0.363,0.136,0.01,0.099,0.0,0.138,0.008,0.078,-0.001,0.0,0.0,0.1,0.0
2.929,0.0,0.0,-0.162,0.363,0.141,0.008,0.08,-0.382,0.138,0.008,0.079,-0.0,0.0,0.0,0.1,0.0
2.965,0.0,0.0,-0.164,0.363,0.141,0.008,0.08,0.0,0.14,0.008,0.079,0.0,0.0,0.0,0.1,0.0
2.993,0.0,0.0,-0.165,0.363,0.141,0.008,0.08,0.0,0.141,0.008,0.079,0.0,0.0,0.0,0.1,0.0
3.04,0.0,0.0,-0.166,0.363,0.136,0.01,0.101,0.407,0.142,0.008,0.079,0.0,0.0,0.0,0.1,0.0
3.089,0.0,0.0,-0.167,0.363,0.136,0.01,0.101,0.0,0.14,0.008,0.08,0.0,0.0,0.0,0.1,0.0
3.14,0.0,0.0,-0.167,0.363,0.142,0.008,0.081,-0.399,0.139,0.008,0.082,0.0,0.0,0.0,0.1,0.0
3.189,0.0,0.0,-0.168,0.363,0.142,0.008,0.081,0.0,0.141,0.008,0.082,0.0,0.0,0.0,0.1,0.0
3.243,0.0,0.0,-0.169,0.363,0.144,0.01,0.099,0.372,0.142,0.008,0.082,0.0,0.0,0.0,0.1,0.0
3.355,0.0,0.0,-0.17,0.363,0.142,0.008,0.079,-0.405,0.144,0.009,0.083,0.001,0.0,0.0,0.1,0.0
3.405,0.0,0.0,-0.173,0.363,0.142,0.008,0.079,0.0,0.143,0.008,0.083,0.0,0.0,0.0,0.1,0.0
3.473,0.0,0.0,-0.172,0.363,0.139,0.01,0.101,0.432,0.143,0.008,0.082,-0.0,0.0,0.0,0.1,0.0
3.51,0.0,0.0,-0.171,0.363,0.137,0.008,0.079,-0.434,0.142,0.008,0.083,-0.0,0.0,0.0,0.1,0.0
3.549,0.0,0.0,-0.171,0.363,0.137,0.008,0.079,0.0,0.14,0.008,0.083,-0.002,0.0,0.0,0.1,0.0
3.68,0.0,0.0,-0.169,0.363,0.144,0.004,0.038,-0.812,0.139,0.008,0.082,-0.002,0.0,0.0,0.1,0.0
3.742,0.0,0.0,-0.168,0.363,0.148,0.004,0.042,0.072,0.142,0.007,0.079,-0.003,0.0,0.0,0.1,0.0
3.768,0.0,0.0,-0.166,0.363,0.148,0.004,0.042,0.0,0.145,0.007,0.077,-0.002,0.0,0.0,0.1,0.0
3.791,0.0,0.0,-0.164,0.363,0.148,0.004,0.042,0.0,0.147,0.007,0.074,-0.003,0.0,0.0,0.1,0.0
3.877,0.0,0.0,-0.162,0.363,0.065,0.006,0.062,0.405,0.148,0.007,0.072,-0.003,0.0,0.0,0.1,0.0
3.913,0.0,0.0,-0.16,0.363,0.029,0.004,0.042,-0.412,0.11,0.002,0.067,-0.017,0.0,0.0,0.1,0.0
3.952,0.0,0.0,-0.128,0.363,0.029,0.004,0.042,0.0,0.072,-0.001,0.06,-0.029,0.0,0.0,0.1,0.0
4.006,0.0,0.0,-0.095,0.363,0.01,0.0,-0.0,-0.832,0.052,-0.002,0.054,-0.032,0.0,0.0,0.1,0.0
4.046,0.0,0.0,-0.078,0.363,0.01,0.0,-0.0,0.0,0.032,-0.003,0.045,-0.034,0.0,0.0,0.1,0.0
4.091,0.0,0.0,-0.057,0.363,0.01,0.0,-0.0,0.0,0.022,-0.003,0.038,-0.031,0.0,0.0,0.1,0.0
4.166,0.0,0.0,-0.045,0.363,-0.02,0.006,0.062,1.23,0.016,-0.002,0.033,-0.027,0.0,0.0,0.1,0.0
4.195,0.0,0.0,-0.037,0.363,-0.02,0.006,0.062,0.0,-0.001,-0.002,0.031,-0.025,0.0,0.0,0.1,0.0
4.263,0.0,0.0,-0.026,0.363,-0.015,0.0,-0.0,-1.23,-0.01,-0.001,0.03,-0.021,0.0,0.0,0.1,0.0
4.32,0.0,0.0,-0.022,0.363,0.004,0.0,-0.0,0.0,-0.013,-0.001,0.026,-0.017,0.0,0.0,0.1,0.0
4.401,0.0,0.0,-0.018,0.363,-0.025,0.008,0.08,1.594,-0.005,0.001,0.023,-0.011,0.0,0.0,0.1,0.0
4.437,0.0,0.0,-0.022,0.363,-0.025,0.008,0.08,0.0,-0.014,0.001,0.025,-0.009,0.0,0.0,0.1,0.0
4.464,0.0,0.0,-0.02,0.363,-0.025,0.008,0.08,0.0,-0.019,0.001,0.028,-0.006,0.0,0.0,0.1,0.0
4.527,0.0,0.0,-0.021,0.363,-0.026,0.006,0.06,-0.386,-0.022,0.002,0.03,-0.004,0.0,0.0,0.1,0.0
4.56,0.0,0.0,-0.024,0.363,-0.026,0.006,0.06,0.0,-0.024,0.003,0.032,-0.002,0.0,0.0,0.1,0.0
4.639,0.0,0.0,-0.026,0.363,-0.025,0.006,0.06,0.0,-0.025,0.003,0.033,-0.001,0.0,0.0,0.1,0.0
4.693,0.0,0.0,-0.028,0.363,-0.025,0.006,0.06,0.0,-0.025,0.004,0.035,0.0,0.0,0.0,0.1,0.0
4.717,0.0,0.0,-0.03,0.363,-0.024,0.006,0.062,0.026,-0.024,0.004,0.037,0.001,0.0,0.0,0.1,0.0
4.746,0.0,0.0,-0.033,0.363,-0.024,0.006,0.062,0.0,-0.024,0.004,0.038,0.002,0.0,0.0,0.1,0.0
4.81,0.0,0.0,-0.035,0.363,-0.026,0.006,0.062,0.0,-0.024,0.004,0.04,0.002,0.0,0.0,0.1,0.0
4.86,0.0,0.0,-0.038,0.363,-0.026,0.006,0.062,0.0,-0.025,0.004,0.042,0.002,0.0,0.0,0.1,0.0
4.918,0.0,0.0,-0.039,0.363,-0.025,0.01,0.102,0.807,-0.025,0.005,0.043,0.002,0.0,0.0,0.1,0.0
4.956,0.0,0.0,-0.04,0.363,-0.025,0.01,0.102,0.0,-0.025,0.005,0.047,0.004,0.0,0.0,0.1,0.0
5.02,0.0,0.0,-0.046,0.363,-0.029,0.008,0.081,-0.423,-0.024,0.006,0.051,0.005,0.0,0.0,0.1,0.0
5.044,0.0,0.0,-0.052,0.363,-0.029,0.008,0.081,0.0,-0.026,0.006,0.053,0.004,0.0,0.0,0.1,0.0
5.108,0.0,0.0,-0.053,0.363,-0.013,0.002,0.021,-1.203,-0.027,0.006,0.055,0.003,0.0,0.0,0.1,0.0
5.196,0.0,0.0,-0.055,0.363,-0.013,0.002,0.021,0.0,-0.02,0.006,0.054,0.003,0.0,0.0,0.1,0.0
5.255,0.0,0.0,-0.056,0.363,0.006,0.008,0.08,1.178,-0.017,0.006,0.052,0.002,0.0,0.0,0.1,0.0
5.32,0.0,0.0,-0.056,0.363,0.025,0.008,0.08,0.005,-0.006,0.007,0.055,0.007,0.0,0.0,0.1,0.0
5.353,0.0,0.0,-0.067,0.363,0.025,0.008,0.08,0.0,0.009,0.009,0.059,0.012,0.0,0.0,0.1,0.0
5.443,0.0,0.0,-0.081,0.363,0.038,0.01,0.1,0.397,0.017,0.009,0.062,0.013,0.0,0.0,0.1,0.0
5.495,0.0,0.0,-0.089,0.363,0.038,0.01,0.1,0.0,0.028,0.01,0.067,0.015,0.0,0.0,0.1,0.0
5.535,0.0,0.0,-0.101,0.363,0.041,0.006,0.061,-0.783,0.033,0.01,0.071,0.014,0.0,0.0,0.1,0.0
5.556,0.0,0.0,-0.108,0.363,0.041,0.006,0.061,0.0,0.037,0.009,0.072,0.011,0.0,0.0,0.1,0.0
5.587,0.0,0.0,-0.11,0.363,0.041,0.006,0.061,0.0,0.04,0.009,0.072,0.008,0.0,0.0,0.1,0.0
5.643,0.0,0.0,-0.11,0.363,0.029,0.008,0.081,0.414,0.041,0.008,0.072,0.006,0.0,0.0,0.1,0.0
5.719,0.0,0.0,-0.11,0.363,0.009,0.008,0.082,0.009,0.036,0.007,0.072,0.002,0.0,0.0,0.1,0.0
5.807,0.0,0.0,-0.106,0.363,-0.003,0.012,0.122,0.798,0.024,0.006,0.072,-0.003,0.0,0.0,0.1,0.0
5.84,0.0,0.0,-0.097,0.363,-0.003,0.012,0.122,0.0,0.012,0.006,0.074,-0.005,0.0,0.0,0.1,0.0
5.872,0.0,0.0,-0.093,0.363,-0.003,0.012,0.122,0.0,0.006,0.006,0.076,-0.005,0.0,0.0,0.1,0.0
5.916,0.0,0.0,-0.092,0.363,-0.003,0.012,0.122,0.0,0.003,0.007,0.078,-0.004,0.0,0.0,0.1,0.0
6.02,0.0,0.0,-0.094,0.363,0.003,0.01,0.101,-0.419,0.001,0.007,0.08,-0.002,0.0,0.0,0.1,0.0
6.055,0.0,0.0,-0.097,0.363,0.003,0.01,0.101,0.0,0.002,0.008,0.081,-0.001,0.0,0.0,0.1,0.0
6.099,0.0,0.0,-0.1,0.363,0.004,0.012,0.119,0.367,0.003,0.008,0.083,0.0,0.0,0.0,0.1,0.0
6.15,0.0,0.0,-0.102,0.363,0.004,0.012,0.119,0.0,0.004,0.009,0.085,0.002,0.0,0.0,0.1,0.0
6.216,0.0,0.0,-0.106,0.363,0.008,0.01,0.101,-0.356,0.005,0.009,0.087,0.003,0.0,0.0,0.1,0.0
6.31,0.0,0.0,-0.11,0.363,0.012,0.01,0.101,0.001,0.007,0.009,0.089,0.003,0.0,0.0,0.1,0.0
6.337,0.0,0.0,-0.112,0.363,0.012,0.01,0.101,0.0,0.01,0.01,0.09,0.004,0.0,0.0,0.1,0.0
6.374,0.0,0.0,-0.116,0.363,0.012,0.01,0.101,0.0,0.012,0.01,0.091,0.003,0.0,0.0,0.1,0.0
6.448,0.0,0.0,-0.118,0.363,-0.018,0.014,0.142,0.814,0.013,0.01,0.092,0.003,0.0,0.0,0.1,0.0
6.53,0.0,0.0,-0.119,0.363,-0.045,0.008,0.081,-1.212,-0.001,0.009,0.094,-0.001,0.0,0.0,0.1,0.0
6.566,0.0,0.0,-0.113,0.363,-0.045,0.008,0.081,0.0,-0.02,0.006,0.091,-0.01,0.0,0.0,0.1,0.0
6.671,0.0,0.0,-0.096,0.363,-0.089,0.008,0.082,0.01,-0.031,0.006,0.088,-0.013,0.0,0.0,0.1,0.0
6.713,0.0,0.0,-0.086,0.363,-0.105,0.006,0.061,-0.409,-0.058,0.003,0.084,-0.02,0.0,0.0,0.1,0.0
6.764,0.0,0.0,-0.064,0.363,-0.105,0.006,0.061,0.0,-0.079,0.002,0.078,-0.025,0.0,0.0,0.1,0.0
6.79,0.0,0.0,-0.044,0.363,-0.105,0.006,0.061,0.0,-0.091,0.002,0.074,-0.025,0.0,0.0,0.1,0.0
6.845,0.0,0.0,-0.034,0.363,-0.099,0.0,-0.0,-1.229,-0.097,0.003,0.07,-0.022,0.0,0.0,0.1,0.0
6.91,0.0,0.0,-0.028,0.363,-0.126,0.008,0.082,1.646,-0.098,0.003,0.063,-0.019,0.0,0.0,0.1,0.0
7.018,0.0,0.0,-0.021,0.363,-0.128,0.008,0.082,-0.015,-0.111,0.002,0.062,-0.018,0.0,0.0,0.1,0.0
7.057,0.0,0.0,-0.013,0.363,-0.128,0.008,0.082,0.0,-0.119,0.003,0.061,-0.016,0.0,0.0,0.1,0.0
7.105,0.0,0.0,-0.008,0.363,-0.128,0.008,0.082,0.0,-0.123,0.003,0.06,-0.013,0.0,0.0,0.1,0.0
7.145,0.0,0.0,-0.007,0.363,-0.106,0.006,0.059,-0.449,-0.125,0.004,0.06,-0.009,0.0,0.0,0.1,0.0
7.185,0.0,0.0,-0.007,0.363,-0.106,0.006,0.059,0.0,-0.116,0.006,0.06,-0.004,0.0,0.0,0.1,0.0
7.241,0.0,0.0,-0.014,0.363,-0.122,0.008,0.083,0.48,-0.111,0.006,0.06,-0.001,0.0,0.0,0.1,0.0
7.313,0.0,0.0,-0.018,0.363,-0.131,0.008,0.082,-0.031,-0.115,0.006,0.061,-0.001,0.0,0.0,0.1,0.0
7.366,0.0,0.0,-0.017,0.363,-0.131,0.008,0.082,0.0,-0.122,0.005,0.062,-0.003,0.0,0.0,0.1,0.0
7.413,0.0,0.0,-0.013,0.363,-0.131,0.006,0.063,-0.372,-0.126,0.005,0.062,-0.003,0.0,0.0,0.1,0.0
7.442,0.0,0.0,-0.012,0.363,-0.131,0.006,0.063,0.0,-0.127,0.005,0.062,-0.003,0.0,0.0,0.1,0.0
7.49,0.0,0.0,-0.011,0.363,-0.131,0.006,0.063,0.0,-0.128,0.005,0.062,-0.003,0.0,0.0,0.1,0.0
7.539,0.0,0.0,-0.01,0.363,-0.136,0.008,0.082,0.372,-0.129,0.006,0.061,-0.003,0.0,0.0,0.1,0.0
7.593,0.0,0.0,-0.009,0.363,-0.136,0.008,0.082,0.0,-0.132,0.006,0.062,-0.002,0.0,0.0,0.1,0.0
7.643,0.0,0.0,-0.009,0.363,-0.15,0.01,0.104,0.446,-0.133,0.006,0.063,-0.002,0.0,0.0,0.1,0.0
7.69,0.0,0.0,-0.01,0.363,-0.15,0.01,0.104,0.0,-0.14,0.006,0.065,-0.003,0.0,0.0,0.1,0.0
7.745,0.0,0.0,-0.008,0.363,-0.164,0.004,0.042,-1.227,-0.144,0.006,0.067,-0.002,0.0,0.0,0.1,0.0
7.79,0.0,0.0,-0.008,0.363,-0.164,0.004,0.042,0.0,-0.153,0.005,0.064,-0.006,0.0,0.0,0.1,0.0
7.843,0.0,0.0,0.001,0.363,-0.173,0.008,0.082,0.784,-0.158,0.004,0.061,-0.008,0.0,0.0,0.1,0.0
7.889,0.0,0.0,0.007,0.363,-0.173,0.008,0.082,0.0,-0.164,0.004,0.061,-0.008,0.0,0.0,0.1,0.0
7.94,0.0,0.0,0.011,0.363,-0.187,0.008,0.082,0.011,-0.168,0.005,0.061,-0.007,0.0,0.0,0.1,0.0
7.986,0.0,0.0,0.012,0.363,-0.187,0.008,0.082,0.0,-0.176,0.004,0.061,-0.008,0.0,0.0,0.1,0.0
8.056,0.0,0.0,0.016,0.363,-0.21,0.01,0.105,0.448,-0.181,0.005,0.061,-0.007,0.0,0.0,0.1,0.0
8.115,0.0,0.0,0.018,0.363,-0.223,0.012,0.12,0.312,-0.194,0.004,0.062,-0.009,0.0,0.0,0.1,0.0
8.144,0.0,0.0,0.024,0.363,-0.223,0.012,0.12,0.0,-0.207,0.004,0.064,-0.01,0.0,0.0,0.1,0.0
8.206,0.0,0.0,0.029,0.363,-0.236,0.01,0.101,-0.387,-0.214,0.005,0.066,-0.008,0.0,0.0,0.1,0.0
8.279,0.0,0.0,0.029,0.363,-0.236,0.01,0.101,0.0,-0.224,0.005,0.067,-0.009,0.0,0.0,0.1,0.0
8.319,0.0,0.0,0.034,0.363,-0.221,0.012,0.119,0.362,-0.229,0.005,0.067,-0.008,0.0,0.0,0.1,0.0
8.348,0.0,0.0,0.035,0.363,-0.221,0.012,0.119,0.0,-0.225,0.007,0.071,-0.002,0.0,0.0,0.1,0.0
8.395,0.0,0.0,0.027,0.363,-0.221,0.012,0.119,0.0,-0.223,0.008,0.074,0.001,0.0,0.0,0.1,0.0
8.44,0.0,0.0,0.02,0.363,-0.211,0.01,0.103,-0.316,-0.221,0.008,0.077,0.003,0.0,0.0,0.1,0.0
8.488,0.0,0.0,0.015,0.363,-0.211,0.01,0.103,0.0,-0.216,0.009,0.079,0.005,0.0,0.0,0.1,0.0
8.54,0.0,0.0,0.009,0.363,-0.21,0.006,0.059,-0.877,-0.213,0.009,0.082,0.006,0.0,0.0,0.1,0.0
8.592,0.0,0.0,0.004,0.363,-0.21,0.006,0.059,0.0,-0.211,0.009,0.081,0.004,0.0,0.0,0.1,0.0
8.639,0.0,0.0,0.005,0.363,-0.207,0.01,0.105,0.906,-0.21,0.008,0.08,0.002,0.0,0.0,0.1,0.0
8.688,0.0,0.0,0.006,0.363,-0.207,0.01,0.105,0.0,-0.208,0.009,0.082,0.003,0.0,0.0,0.1,0.0
8.748,0.0,0.0,0.003,0.363,-0.208,0.01,0.103,-0.029,-0.207,0.009,0.083,0.003,0.0,0.0,0.1,0.0
8.795,0.0,0.0,0.0,0.363,-0.208,0.01,0.103,0.0,-0.207,0.009,0.085,0.003,0.0,0.0,0.1,0.0
8.839,0.0,0.0,-0.002,0.363,-0.198,0.01,0.103,0.0,-0.207,0.009,0.086,0.002,0.0,0.0,0.1,0.0
8.891,0.0,0.0,-0.003,0.363,-0.198,0.01,0.103,0.0,-0.202,0.01,0.088,0.004,0.0,0.0,0.1,0.0
8.936,0.0,0.0,-0.008,0.363,-0.192,0.01,0.104,0.012,-0.2,0.01,0.089,0.004,0.0,0.0,0.1,0.0
8.991,0.0,0.0,-0.011,0.363,-0.192,0.01,0.104,0.0,-0.195,0.01,0.091,0.005,0.0,0.0,0.1,0.0
9.043,0.0,0.0,-0.016,0.363,-0.174,0.012,0.121,0.352,-0.193,0.01,0.092,0.005,0.0,0.0,0.1,0.0
9.099,0.0,0.0,-0.018,0.363,-0.174,0.012,0.121,0.0,-0.184,0.011,0.096,0.008,0.0,0.0,0.1,0.0
9.161,0.0,0.0,-0.028,0.363,-0.168,0.012,0.121,0.0,-0.178,0.012,0.098,0.009,-2.636,-0.02,0.1,0.0
9.21,0.0,0.0,-0.035,0.363,-0.164,0.012,0.121,-0.012,-0.173,0.012,0.101,0.009,-2.621,-0.01,0.1,0.0
9.256,0.0,0.0,-0.041,0.363,-0.164,0.012,0.121,0.0,-0.168,0.012,0.104,0.009,-2.629,-0.01,0.1,0.0
9.319,0.0,0.0,-0.046,0.363,-0.16,0.012,0.121,0.0,-0.165,0.012,0.106,0.008,-2.628,0.01,0.1,0.0
9.368,0.0,0.0,-0.05,0.363,-0.16,0.012,0.121,0.0,-0.162,0.012,0.108,0.007,-2.635,0.02,0.1,0.0
9.408,0.0,0.0,-0.053,0.363,-0.162,0.01,0.1,-0.408,-0.16,0.012,0.109,0.006,-2.614,0.02,0.1,0.0
9.443,0.0,0.0,-0.056,0.363,-0.162,0.01,0.1,0.0,-0.16,0.012,0.109,0.004,-2.615,0.03,0.1,0.0
9.488,0.0,0.0,-0.054,0.363,-0.162,0.01,0.1,0.0,-0.16,0.011,0.109,0.002,-2.613,0.01,0.1,0.0
9.54,0.0,0.0,-0.053,0.363,-0.165,0.01,0.103,0.062,-0.16,0.011,0.108,0.0,-2.634,-0.0,0.1,0.0
9.588,0.0,0.0,-0.052,0.363,-0.165,0.01,0.103,0.0,-0.162,0.01,0.107,-0.001,-2.657,0.0,0.1,0.0
9.646,0.0,0.0,-0.05,0.363,-0.176,0.012,0.124,0.401,-0.162,0.01,0.107,-0.002,-2.661,-0.01,0.1,0.0
9.701,0.0,0.0,-0.048,0.363,-0.181,0.012,0.122,-0.025,-0.168,0.01,0.107,-0.003,-2.63,0.01,0.1,0.0
9.756,0.0,0.0,-0.045,0.363,-0.181,0.012,0.122,0.0,-0.173,0.01,0.107,-0.004,-2.641,0.05,0.1,0.0
9.817,0.0,0.0,-0.042,0.363,-0.192,0.014,0.143,0.422,-0.176,0.01,0.107,-0.004,-2.607,0.08,0.1,0.0
9.846,0.0,0.0,-0.041,0.363,-0.192,0.014,0.143,0.0,-0.183,0.01,0.109,-0.005,-2.634,0.08,0.1,0.0
9.91,0.0,0.0,-0.039,0.363,-0.207,0.01,0.103,-0.804,-0.186,0.01,0.11,-0.004,-2.606,0.05,0.1,0.0
9.964,0.0,0.0,-0.039,0.363,-0.207,0.01,0.103,0.0,-0.195,0.009,0.108,-0.007,-2.621,0.0,0.1,0.0
10.01,0.0,0.0,-0.031,0.363,-0.214,0.012,0.123,0.387,-0.2,0.009,0.107,-0.008,-2.609,-0.03,0.1,0.0
10.043,0.0,0.0,-0.027,0.363,-0.214,0.012,0.123,0.0,-0.206,0.009,0.106,-0.008,-2.602,-0.05,0.1,0.0
10.156,0.0,0.0,-0.023,0.363,-0.215,0.008,0.082,-0.804,-0.209,0.009,0.106,-0.007,-2.578,-0.03,0.1,0.0
10.232,0.0,0.0,-0.022,0.363,-0.215,0.01,0.103,0.417,-0.211,0.009,0.104,-0.007,-2.58,-0.02,0.1,0.0
10.26,0.0,0.0,-0.018,0.363,-0.215,0.01,0.103,0.0,-0.212,0.009,0.103,-0.006,-2.602,-0.01,0.1,0.0
10.295,0.0,0.0,-0.017,0.363,-0.215,0.01,0.103,0.0,-0.212,0.009,0.102,-0.005,-2.587,-0.01,0.1,0.0
10.333,0.0,0.0,-0.017,0.363,-0.222,0.012,0.121,0.358,-0.213,0.009,0.102,-0.004,-2.596,-0.01,0.1,0.0
10.386,0.0,0.0,-0.016,0.363,-0.222,0.012,0.121,0.0,-0.216,0.009,0.102,-0.004,-2.621,-0.0,0.1,0.0
10.44,0.0,0.0,-0.015,0.363,-0.22,0.01,0.1,-0.417,-0.218,0.01,0.103,-0.003,-2.614,0.01,0.1,0.0
10.493,0.0,0.0,-0.015,0.363,-0.22,0.01,0.1,0.0,-0.218,0.01,0.102,-0.003,-2.615,0.03,0.1,0.0
10.552,0.0,0.0,-0.015,0.363,-0.221,0.014,0.141,0.82,-0.218,0.01,0.102,-0.003,-2.619,0.09,0.1,0.0
